,Date,User,Tweet
108,2022-05-04 17:02:00+00:00,tribunephl,"Unlike previous vice presidents, Senate President Vicente “Tito” Sotto III on Wednesday said he would not become a critic of the next president, should he win as vice president in the 9 May elections.

FULL STORY:
https://t.co/n3qY23TXIe"
109,2022-05-04 17:01:52+00:00,cnc_tribunephl,"Unlike previous vice presidents, Senate President Vicente “Tito” Sotto III on Wednesday said he would not become a critic of the next president, should he win as vice president in the 9 May elections.

FULL STORY:
https://t.co/kjOHt1K0Sg"
110,2022-05-04 16:38:50+00:00,isTINamol,"Tito Sotto campaigning for Leni Robredo. Salamat po!
Hee! 🤪 #Ipana7oNa10toParaSaLahat"
111,2022-05-04 15:59:39+00:00,imkjdmartin,"@inquirerdotnet This is the problem with Tito Sotto, he does not have a stand. If it’s convenient, he’s for it and that, my friends, is not how public servants should be. Dapat palagi kang tumindig sa tama! No more, no less."
112,2022-05-04 14:25:52+00:00,AkoToSiNatoy316,TITO SOTTO FOR VICE PRESIDENT!!!!
113,2022-05-04 13:58:34+00:00,shannnycutie,Tito Sotto is definitely talking about VP Leni
114,2022-05-04 13:57:40+00:00,myrielxcrs,"Leni-Tito doesn't make sense. Si Leni kasi liwanag sa dilim, tapos kay Tito Sotto dumilim ang paligid."
115,2022-05-04 13:40:59+00:00,radyopilipinas1,"TINGNAN | Matapos sa Negros Oriental, tumawid ng Negros Occidental sina independent presidential candidate Ping Lacson at vice presidential candidate Tito Sotto kasama ang sina senatorial candidates Manny Piñol at Dra. Minguita Padilla. | via Nimfa Mae Asuncion https://t.co/nHuPJQnciC"
116,2022-05-04 13:15:48+00:00,CallMeBossing,"Tito Sen has always been an advocate of a drug-free Philippines ❤

#titoescalera #titosen #TitoSotto https://t.co/ml4znvpOxn"
117,2022-05-04 13:13:10+00:00,of_357,@PhilstarNews Hindi bagay sa inyo ni Sen. Lacson ang sinasabi mo Mr. Tito Sotto. Tama ang description mo kung si VP Leni ang paguusapan na dapat ihalal sa May 9.
118,2022-05-04 12:42:46+00:00,ryanmacasero,The Osmeña family is supporting Senator Tito Sotto for VP #PHvote
119,2022-05-04 11:48:13+00:00,cnnphilippines,"On the second day of the Comelec-KBP PiliPinas Forum 2022, candidates from the Kamalayang Kayumanggi Party Faisal Mangondato and Atty. Carlos Serapio took the stage along with Partido Reporma vice presidential candidate Tito Sotto.

@crissydimatulac reports. https://t.co/URjmyDfIaR"
120,2022-05-04 11:41:36+00:00,cleo86988201,Jopau di na nahiya kay tito sotto kinampaya pa di dara sana banahimik na lang sya #jopay
